id,question,answer,condition,medical_specialty,question_type
593,"COMO COMPULSIVAMENTE A NOITE, DURANTE O DIA ESTOU NO TRABALHO CONSIGO CONTROLAR, QUANDO CHEGO EM CASA COMEÇO A COMER, QUANTO MAIS EU COMO MAS SINTO VONTADE DE COMER, Qual tratamento devo procurar?","Vc deve procurar um psiquiatra para avaliar se é uma compulsão alimentar, um transtorno alimentar ou transtorno de ansiedade. Deve comer a cada 3h, isto evita ingestas exageradas de comida fora de hora. Atividade física também ajuda.",Compulsão alimentar,Psiquiatra,Tratamento
594,"COMO COMPULSIVAMENTE A NOITE, DURANTE O DIA ESTOU NO TRABALHO CONSIGO CONTROLAR, QUANDO CHEGO EM CASA COMEÇO A COMER, QUANTO MAIS EU COMO MAS SINTO VONTADE DE COMER, Qual tratamento devo procurar?","Percebo que você está muito ansiosa, procure fazer uma psicoterapia para que você tome consciência e amplie seu conhecimento de si mesma com relação do que você nao esta dando conta de digerir. Observe e vivencie cada ato repetitivo de comer e colocar para fora o que não está dando conta de resolver.Procure ajuda pois está lhe causando prejuízos!Át.Monica Araújo!Neuropsicóloga.",Compulsão alimentar,Psicólogo,Tratamento
595,"COMO COMPULSIVAMENTE A NOITE, DURANTE O DIA ESTOU NO TRABALHO CONSIGO CONTROLAR, QUANDO CHEGO EM CASA COMEÇO A COMER, QUANTO MAIS EU COMO MAS SINTO VONTADE DE COMER, Qual tratamento devo procurar?","Você deve procurar um psicólogo! Por quê? Porque o desejo incontrolável de comer está relacionado aos pensamentos disfuncionais armazenados na estrutura cognitiva. Você não tem este desejo durante o dia, que segundo você, é porquê está trabalhando, concentrado em uma atividade de responsabilidade, em um ambiente de trabalho. Quando chego em casa começo a comer, quanto mais como, mais sinto vontade de comersic. A sua vontade incontrolável de comer começa quando chega em casa despreocupado, tranquilo para relaxar e descansar e, não sei o que acontece, você começa a comer, comer... Quando começou comer excessivamente quando chega em casa? O que você pensa exatamente quando chega em casa? São perguntas que preciso de resposta para saber o que esta acontecendo quando você chega em casa.",Compulsão alimentar,Psicólogo,Tratamento
596,"COMO COMPULSIVAMENTE A NOITE, DURANTE O DIA ESTOU NO TRABALHO CONSIGO CONTROLAR, QUANDO CHEGO EM CASA COMEÇO A COMER, QUANTO MAIS EU COMO MAS SINTO VONTADE DE COMER, Qual tratamento devo procurar?","Inicialmente procure um atendimento psicológico ou psiquiátrico, depois um profissional nutricionista para avaliação e readequação de sua dieta com seu real quadro clínico. Cuide-se!",Compulsão alimentar,Nutricionista,Tratamento
597,"COMO COMPULSIVAMENTE A NOITE, DURANTE O DIA ESTOU NO TRABALHO CONSIGO CONTROLAR, QUANDO CHEGO EM CASA COMEÇO A COMER, QUANTO MAIS EU COMO MAS SINTO VONTADE DE COMER, Qual tratamento devo procurar?","Compulsão alimentar e comer noturno necessitam de acompanhamento psicoterápico, e muitas vezes, compensação medicamentosa.As causas são diversas, como transtorno químico pela baixa na produção de serotonina, ou de humor, como ansiedade.Inicialmente, procure uma avaliação psicológica. Este profissional poderá orientar adequadamente sobre a melhor conduta para o caso.A Terapia Cognitivo Comportamental se mostra bastante eficiente para tais casos, bem como a programação neurolinguística e hipnose.Grande abraço",Compulsão alimentar,Psicólogo,Tratamento
598,"COMO COMPULSIVAMENTE A NOITE, DURANTE O DIA ESTOU NO TRABALHO CONSIGO CONTROLAR, QUANDO CHEGO EM CASA COMEÇO A COMER, QUANTO MAIS EU COMO MAS SINTO VONTADE DE COMER, Qual tratamento devo procurar?","É muito importante que seja procurado um tratamento psicológico e caso seja necessário psiquiátrico também. Pode haver necessidade de remédios, dieta, exercícios e psicoterapia. O nutricionista é um profissional muito importante para orientar o indivíduo no que ele deve comer e quando comer de forma mais saudável.",Compulsão alimentar,Nutricionista,Tratamento
599,"COMO COMPULSIVAMENTE A NOITE, DURANTE O DIA ESTOU NO TRABALHO CONSIGO CONTROLAR, QUANDO CHEGO EM CASA COMEÇO A COMER, QUANTO MAIS EU COMO MAS SINTO VONTADE DE COMER, Qual tratamento devo procurar?","Pode ser necessário o acompanhamento multidisciplinar.Primeiramente um endócrino ou nutricionista para começar avaliando causas orgânicas, hormônios, glândulas. Pelo seu relato é possível que eles peçam também avaliação de um psiquiatra, afinal você aponta perda de controle e comer compulsivo.A procura de um profissional psicólogo pode se dar paralelamente pelo seu próprio desejo de mudança, ou mesmo como resultado de encaminhamento médico.",Compulsão alimentar,"Psicanalista, Psicólogo",Tratamento
600,"COMO COMPULSIVAMENTE A NOITE, DURANTE O DIA ESTOU NO TRABALHO CONSIGO CONTROLAR, QUANDO CHEGO EM CASA COMEÇO A COMER, QUANTO MAIS EU COMO MAS SINTO VONTADE DE COMER, Qual tratamento devo procurar?","Pode se tratar de um transtorno de ansiedade. O mais adequado, a meu ver, seria procurar um psiquiatra para elaboração de sua história clínica e eventual diagnóstico.",Compulsão alimentar,Psiquiatra,Tratamento
601,"COMO COMPULSIVAMENTE A NOITE, DURANTE O DIA ESTOU NO TRABALHO CONSIGO CONTROLAR, QUANDO CHEGO EM CASA COMEÇO A COMER, QUANTO MAIS EU COMO MAS SINTO VONTADE DE COMER, Qual tratamento devo procurar?","A Compulsão alimentar por não ter uma causa especifica reconhecida ela debe ser tratada de forma multidisciplinar : com a orientação psicológica pelas causas emocionais,transtornos de personalidade, e comportamentais que envolve, nutricionista pela reeducação alimentar iminente, exercício, acupuntura para controlar ansiedade e depressão ate a mesma compulsão, dependendo do quadro serão indicados medicamentos psiquiátricos .com um adequado tratamento são reduzidas as complicações graves de saúde física e mental.",Compulsão alimentar,Psicólogo,Tratamento
602,"COMO COMPULSIVAMENTE A NOITE, DURANTE O DIA ESTOU NO TRABALHO CONSIGO CONTROLAR, QUANDO CHEGO EM CASA COMEÇO A COMER, QUANTO MAIS EU COMO MAS SINTO VONTADE DE COMER, Qual tratamento devo procurar?","Acho que o primeiro ponto a ser observado aqui é como você se alimenta durante o dia, se comer menos do que necessita pode chegar a noite com muita fome. O segundo é como você se sente após comer e como é a sua relação coma a comida. Parece indicado procurar um nutricionista e um psicólogo qie vai te ajudar em relação a ansiedade.",Compulsão alimentar,Psicólogo,Tratamento
603,"COMO COMPULSIVAMENTE A NOITE, DURANTE O DIA ESTOU NO TRABALHO CONSIGO CONTROLAR, QUANDO CHEGO EM CASA COMEÇO A COMER, QUANTO MAIS EU COMO MAS SINTO VONTADE DE COMER, Qual tratamento devo procurar?",Busque um psicólogo especialista em Transtorno alimentar noturno.,Compulsão alimentar,"Psicanalista, Psicólogo",Tratamento
604,"COMO COMPULSIVAMENTE A NOITE, DURANTE O DIA ESTOU NO TRABALHO CONSIGO CONTROLAR, QUANDO CHEGO EM CASA COMEÇO A COMER, QUANTO MAIS EU COMO MAS SINTO VONTADE DE COMER, Qual tratamento devo procurar?","O tratamento da compulsão alimentar é melhor conduzido quando feito por psiquiatra, psicólogo e nutricionista especializado no assunto.",Compulsão alimentar,Nutricionista,Tratamento
605,"COMO COMPULSIVAMENTE A NOITE, DURANTE O DIA ESTOU NO TRABALHO CONSIGO CONTROLAR, QUANDO CHEGO EM CASA COMEÇO A COMER, QUANTO MAIS EU COMO MAS SINTO VONTADE DE COMER, Qual tratamento devo procurar?","Você deve ver o tratamento ou profissional que mais você se identifica. A psicanálise demanda que o paciente seja ativo no processo, ou seja, se responsabilise. Precisamos transformar sintomas em questões onde o já chamado analisante, ja não mais é paciente, e enquanto analisante irá em busca de abrir novas questões, comtruir um saber sobre esse o que faz sintoma.",Compulsão alimentar,Psicanalista,Tratamento
606,"COMO COMPULSIVAMENTE A NOITE, DURANTE O DIA ESTOU NO TRABALHO CONSIGO CONTROLAR, QUANDO CHEGO EM CASA COMEÇO A COMER, QUANTO MAIS EU COMO MAS SINTO VONTADE DE COMER, Qual tratamento devo procurar?","O comer para você pode funcionar como uma válvula de escape em relação à ansiedade. Esta, por sua vez, é apenas a manifestação superficial de algum conflito psíquico latente, o qual, muito provavelmente, não te é aparente. Portanto, um acompanhamento psicológico traria os elementos de tal conflito à tona, dando-te a oportunidade de lidar com eles, responsabilizando-se ou não. Espero ter ajudado.",Compulsão alimentar,"Psicanalista, Psicólogo",Tratamento
607,"COMO COMPULSIVAMENTE A NOITE, DURANTE O DIA ESTOU NO TRABALHO CONSIGO CONTROLAR, QUANDO CHEGO EM CASA COMEÇO A COMER, QUANTO MAIS EU COMO MAS SINTO VONTADE DE COMER, Qual tratamento devo procurar?","A maior parte das pessoas que desenvolvem compulsão alimentar recorre a este comportamento à noite. Inicie terapia pois irá te ajudar bastante a parar de relacionar o prazer e o descanso à comida. Procure um Nutricionista para te ajudar a criar uma rotina alimentar que não te de espaço para recorrer a este comportamento. Inicie um plano regular de exercícios físicos!! Fico à disposição para quaisquer esclarecimentos!! Um abraço Tais Rímoli, Nutricionista e Personal Trainer",Compulsão alimentar,Nutricionista,Tratamento
608,"COMO COMPULSIVAMENTE A NOITE, DURANTE O DIA ESTOU NO TRABALHO CONSIGO CONTROLAR, QUANDO CHEGO EM CASA COMEÇO A COMER, QUANTO MAIS EU COMO MAS SINTO VONTADE DE COMER, Qual tratamento devo procurar?",Casos que envolvem distúrbios alimentares é ideal que a abordagem multidisciplinar de tratamento seja empregada.,Compulsão alimentar,Psicólogo,Tratamento
609,"COMO COMPULSIVAMENTE A NOITE, DURANTE O DIA ESTOU NO TRABALHO CONSIGO CONTROLAR, QUANDO CHEGO EM CASA COMEÇO A COMER, QUANTO MAIS EU COMO MAS SINTO VONTADE DE COMER, Qual tratamento devo procurar?","Olá, será importante que você busque um tratamento multidisciplinar: Psicólogo- que irá tratar das causas emocionais que te levam a comer compulsionalmente. Psiquiatra- este vai receitar medicamentos para controlar esse comportamento. Nutricionista- vai ser importante ser feita uma dieta especial.",Compulsão alimentar,Psicólogo,Tratamento
610,Tenho compulsão alimentar e aumentou desde quando comecei a fazer reeducação alimentar quero fazer tratamento mas não sei por onde começar nem qual especialista procurar primeiro?,"Procure um nutricionista especializado no assunto (existem profissionais que se dedicam a trabalhar com distúrbios alimentares) e um atendimento psicológico para que seja compreendida a origem emocional de tal problema, podendo assim fazer não somente uma reeducação alimentar mas também uma elaboração psíquica. Se for o caso, pode ser indicado pra você também um auxílio medicamentoso com um psiquiatra",Compulsão alimentar,"Psicanalista, Psicólogo",Escolha de profissionais de saúde
